,2011,2012,2013,2014
Российская Федерация,
Всего,
городское население,"0,9","0,2","0,4","0,4"
сельское население,"0,5","0,4","0,9","0,3"
20-24,
все население,"0,3","0,4","0,6","0,3"
городское население,"0,1","0,2","0,4","0,2"
сельское население,"0,5","0,6","0,8","0,4"
25-29.,
все население,"1,1","0,6","1,1","0,8"
городское население,"1,3","0,3","0,7","0,4"
сельское население,1,"0,8","1,5","1,1"
30-34.,
все население,"1,2","1,2","0,9","1,3"
городское население,"1,2","1,3",1,"1,3"
сельское население,"1,2","1,1","0,7","1,3"
35-39.,
все население,"1,6","1,1","1,3","1,8"
городское население,"1,8","1,1","1,6","1,3"
сельское население,"1,4","1,1",1,"2,3"
40-44.,
все население,"2,7","2,7","3,2","2,6"
городское население,"3,5","2,3","3,7","2,3"
сельское население,2,"3,2","2,6","2,9"
45-49,
все население,"4,3","3,4","3,1","2,6"
городское население,"4,4","3,1","2,3","2,9"
сельское население,"4,3","3,7","3,8","2,3"
50-54,
все население,"4,5","4,3","4,8","3,9"
городское население,"3,1","3,6","5,5","4,1"
сельское население,"5,8","4,9","4,3","3,6"
55-59,
все население,"7,1","6,4","7,6","6,7"
городское население,"6,4","5,8","7,2","6,5"
сельское население,"7,8",7,8,"6,8"
60-64,
все население,13,"10,7","9,3","9,4"
городское население,"12,7","9,6","9,2","9,5"
сельское население,"13,4","11,8","9,3","9,3"
65-69,
все население,"18,1","16,7","15,8","17,8"
городское население,"18,9","15,3","13,8","16,7"
сельское население,"17,2","18,2","17,8",19
70-74,
все население,"31,5",32,"30,2",30
городское население,"32,4","31,3","28,7","31,7"
сельское население,"30,7","32,7","31,5","28,5"
75-79,
все население,"56,2","54,6","47,1","53,2"
городское население,"54,2","52,7","44,1","53,1"
сельское население,"58,1","56,2","49,6","53,4"
80-84,
все население,"99,2",94,"91,2","88,8"
городское население,"104,7","93,8","87,3","87,3"
сельское население,"93,8","94,3","94,8","90,1"
85 и старше,
все население,"189,6",196,"184,1",186
городское население,"195,9","193,4","185,1","181,3"
сельское население,"182,4","198,8","183,1","190,7"
Республика Калмыкия,
Всего,
все население,"8,3","8,2",8,"8,5"
городское население,"8,4","8,4","8,1","8,5"
сельское население,"8,2",8,8,"8,5"
0,
все население,"3,8","7,2","6,5","10,7"
городское население,"4,3","9,2","7,6","8,4"
сельское население,"3,5","5,4","5,5","12,6"
1-4.,
все население,"0,2","0,4","0,2","0,2"
городское население,"0,3","0,5",0,"0,5"
сельское население,"0,2","0,2","0,4",0
5-9.,
все население,0,"0,2","0,3","0,2"
городское население,0,"0,3",0,0
сельское население,0,"0,2","0,6","0,4"
10-14.,
все население,"0,1","0,1","0,1","0,1"
городское население,"0,3","0,3",0,"0,3"
сельское население,0,0,"0,2",0
15-19,
все население,"0,6","0,7","0,7","0,4"
городское население,"0,2","0,5","0,8",0
сельское население,"0,9","0,8","0,7","0,7"
20-24,
все население,"0,9","0,3",1,"1,1"
городское население,"0,7","0,2","0,6","0,4"
сельское население,"1,1","0,5","1,4","1,8"
25-29.,
все население,1,"0,6","0,6","0,7"
городское население,"1,4",1,"0,7","0,5"
сельское население,"0,6","0,3","0,4","0,9"
30-34.,
все население,"1,2",1,"0,7","0,9"
городское население,"0,8","0,4","0,4","0,9"
сельское население,"1,5","1,5","0,9","0,9"
35-39.,
все население,2,"2,7","1,9","1,3"
городское население,"1,9","2,9","2,2","1,3"
сельское население,"2,2","2,4","1,6","1,3"
40-44.,
все население,"2,2",2,"2,6","2,1"
городское население,"1,9","1,7","2,8","2,3"
сельское население,"2,4","2,3","2,4",2
45-49,
все население,3,"3,4","2,6","2,7"
городское население,3,"2,8","2,1",3
сельское население,3,"3,9",3,"2,6"
50-54,
все население,"5,1","4,2","4,4","4,5"
городское население,"5,4",4,"3,7",4
сельское население,"4,8","4,3","4,9",5
55-59,
все население,8,"5,6","5,8","5,3"
городское население,"7,7","5,3","5,4","4,6"
сельское население,"8,2","5,8","6,2",6
60-64,
все население,"11,5","10,3",10,"10,4"
городское население,"10,6","9,2","10,1",10
сельское население,"12,5","11,5","9,8","10,9"
65-69,
все население,"16,2","15,4","18,7",15
городское население,"13,5","15,9","18,6","16,1"
сельское население,"18,8","14,8","18,8","13,9"
70-74,
все население,28,"33,2","33,3","31,3"
городское население,"25,9",30,"28,7",29
сельское население,"29,9",36,"37,5","33,4"
75-79,
все население,"62,7","53,7","46,1","46,9"
городское население,"61,7","47,5","46,9",45
сельское население,"63,6","59,3","45,4","48,6"
80-84,
все население,89,"96,7","92,4","100,9"
городское население,"79,2","109,4","87,5",104
сельское население,"98,4","85,1","96,9","97,9"
85 и старше,
все население,"176,7","158,4","140,4","169,3"
городское население,"181,3",159,"150,2","168,2"
сельское население,"171,7","157,9","130,1","170,4"
Краснодарский край,
Всего,
все население,"12,4","12,1","11,8",12
городское население,"12,4","12,5","12,2","11,9"
сельское население,"12,5","11,8","11,3",12
0,
все население,"5,9","6,3","5,6","4,7"
городское население,"5,3","6,2","5,9","4,5"
сельское население,"6,7","6,6","5,2",5
1-4.,
все население,"0,4","0,3","0,2","0,4"
городское население,"0,6","0,4","0,3","0,5"
сельское население,"0,3","0,2","0,2","0,3"
5-9.,
все население,"0,2","0,3","0,2","0,2"
городское население,"0,3","0,3","0,2","0,2"
сельское население,"0,2","0,2","0,1","0,1"
10-14.,
все население,"0,2","0,2","0,2","0,3"
городское население,"0,2","0,2","0,3","0,3"
сельское население,"0,2","0,3","0,2","0,2"
15-19,
все население,"0,5","0,4","0,4","0,5"
городское население,"0,4","0,4","0,4","0,5"
сельское население,"0,6","0,4","0,4","0,4"
