,2011,2012,2013,2014
городское население,"204,5",198,"189,5","211,6"
сельское население,"204,7","191,7","183,2","194,5"
Липецкая область,
Всего,
все население,"17,2","17,2","16,8","16,9"
городское население,"15,6","15,6","15,5","15,4"
сельское население,"20,1","20,1",19,"19,4"
0,
все население,"9,3","8,9","8,8","9,1"
городское население,"7,3","8,1","7,9","9,3"
сельское население,"12,5","10,4","10,3","8,5"
1-4.,
все население,"0,3","0,7","0,2","0,2"
городское население,"0,1","0,8","0,2","0,1"
сельское население,"0,6","0,5","0,1","0,4"
5-9.,
все население,"0,4","0,3","0,3","0,2"
городское население,"0,2","0,4","0,2","0,3"
сельское население,"0,7","0,3","0,5","0,2"
10-14.,
все население,"0,4","0,2","0,4","0,4"
городское население,"0,3","0,1","0,2","0,4"
сельское население,"0,5","0,3","0,7","0,4"
15-19,
все население,"1,3","0,8",1,"1,2"
городское население,"1,3","0,6","0,7",1
сельское население,"1,2",1,"1,5","1,5"
20-24,
все население,"2,4","2,8","2,6","3,1"
городское население,"2,2","2,2","2,4","2,7"
сельское население,"2,7","3,9","2,9","3,8"
25-29.,
все население,"4,1","3,9","3,4","3,7"
городское население,4,"3,7","3,1","3,3"
сельское население,"4,5","4,4","4,2","4,5"
30-34.,
все население,"6,7","6,1","5,2","5,6"
городское население,"6,5","5,8","4,8","5,4"
сельское население,7,"6,9",6,"6,1"
35-39.,
все население,"7,2","6,5","7,1","6,6"
городское население,"6,5","5,9","5,9",6
сельское население,"8,8","7,8","9,6","7,9"
40-44.,
все население,"9,6","9,5","8,7","8,7"
городское население,"8,2","8,8","7,9","8,3"
сельское население,12,"10,8","10,3","9,2"
45-49,
все население,"12,7","12,8","12,3","12,5"
городское население,"11,8",11,"11,2","11,8"
сельское население,"14,2","15,4","14,1","13,7"
50-54,
все население,"18,1","17,5","16,8","16,3"
городское население,"17,1","15,3","16,4","14,9"
сельское население,"19,6","20,7","17,3","18,4"
55-59,
все население,26,"25,6","24,4",24
городское население,"25,8","23,4","23,6","22,7"
сельское население,"26,3",29,"25,5","25,9"
60-64,
все население,"37,9","36,4","35,2","33,1"
городское население,"34,9","34,5","34,1","31,2"
сельское население,"43,2","39,4","37,1","36,2"
65-69,
все население,"47,6","46,7","43,5","43,1"
городское население,"46,3","46,8","44,4",43
сельское население,"49,7","46,5","41,9","43,2"
70-74,
все население,69,"68,2","67,5","66,5"
городское население,"66,8","69,1","68,3","69,1"
сельское население,"72,2","66,8","66,4",63
75-79,
все население,"96,3","96,6","91,5","96,9"
городское население,"93,4","95,5",92,"96,2"
сельское население,"99,6","97,9","90,7","97,8"
80-84,
все население,"138,1","140,7","139,4","134,8"
городское население,"134,5",142,"143,1","126,1"
сельское население,"142,5","139,1","135,2","144,4"
85 и старше,
все население,"184,1","190,6","188,1","205,1"
городское население,"179,2","187,5","187,2","210,2"
сельское население,"192,1","195,8","189,4","197,8"
Московская область,
Всего,
все население,"15,4","15,3",15,"14,8"
городское население,"15,9","15,8","15,4","15,1"
сельское население,"13,4","13,3","13,1","13,2"
0,
все население,"6,4","8,3","7,7","7,7"
городское население,"6,9","8,9","8,3","8,4"
сельское население,"4,2","4,8","4,8",4
1-4.,
все население,"0,4","0,3","0,3","0,4"
городское население,"0,4","0,3","0,4","0,4"
сельское население,"0,3","0,4","0,3","0,4"
5-9.,
все население,"0,2","0,2","0,2","0,2"
городское население,"0,3","0,2","0,2","0,2"
сельское население,"0,2","0,2","0,2","0,3"
10-14.,
все население,"0,3","0,4","0,3","0,3"
городское население,"0,3","0,4","0,3","0,3"
сельское население,"0,2","0,2","0,4","0,4"
15-19,
все население,"0,9",1,1,1
городское население,"0,9","1,1",1,1
сельское население,"0,8","0,9","0,8",1
20-24,
все население,"2,1",2,2,"2,1"
городское население,"2,3","2,1","2,2","2,1"
сельское население,"1,3","1,8","1,4","1,8"
25-29.,
все население,"4,1",4,4,"3,5"
городское население,"4,3","4,2","4,2","3,7"
сельское население,"3,4","3,1",3,"3,1"
30-34.,
все население,"6,1","6,3","6,6","6,2"
городское население,"6,4","6,6","6,9","6,4"
сельское население,"5,1","5,2","5,2","5,5"
35-39.,
все население,"7,3","7,4","7,6","7,8"
городское население,"7,7","7,7","7,9","8,2"
сельское население,"5,6","6,3",6,"5,7"
40-44.,
все население,"8,4","8,2","8,1","8,4"
городское население,"8,5","8,3","8,5","8,7"
сельское население,8,"7,4","6,5","7,1"
45-49,
все население,"11,8","11,2","10,8","10,8"
городское население,"12,2","11,6","11,1","11,3"
сельское население,"10,6","9,6","9,5","8,8"
50-54,
все население,"16,1","15,8","15,1","14,8"
городское население,17,"16,4","15,5","15,2"
сельское население,"13,1","13,3","13,6","13,2"
55-59,
все население,"23,6","23,3","21,6","21,4"
городское население,"24,4","24,1","22,3",22
сельское население,"20,5","20,1","18,8","19,1"
60-64,
все население,"34,8","33,8","32,7","31,2"
городское население,"35,4","35,1","33,8","31,7"
сельское население,"32,1","28,8","28,4","29,1"
65-69,
все население,"45,9","42,8","42,5","42,2"
городское население,"47,3","44,2","44,2",43
сельское население,"40,3","36,7","35,2","39,2"
70-74,
все население,"65,4","65,3","64,5","63,4"
городское население,"66,4","66,5","66,4","65,3"
сельское население,"61,8","60,5","56,8","55,5"
75-79,
все население,"92,5","91,5","87,3","86,1"
городское население,"94,9",94,89,"88,3"
